0,index/aberdeen_weekly_journal_18830629.txt,aberdeen_weekly_journal,1883-06-29,"Abderdeen Weekly Journal29 June 1883	ALLEGED WIFE MURDER IN LONDON -An inquest was held at St. Bartholomew's Hospital, London, yesterday, respecting the death of Sarah Ann Kelly, aged twenty-two, late of Cottage Lane, City Road, who is alleged to have died from injuries inflicted by her husband, James Kelly, now under remand at Clerkenwell.  The couple had only been married a fortnight.  Last Thursday they quarreled, and Kelly stabbed his wife several times.  The jury returned a verdict of willful murder. "
1,index/acton_chiswick_and_turnham_green_gazette_18890105.txt,acton_chiswick_and_turnham_green_gazette,1889-01-05,"Acton, Chiswick & Turnham Green GazetteUnited KingdomSaturday, 5 January 1889FOUND DROWNED.  Shortly after mid-day on Monday, a waterman named Winslade, of Chiswick, found the body of a man, well-dressed, floating in the Thames off Thorneycroft's. He at once informed a constable, and without delay the body was conveyed on the ambulance to the mortuary.  On Wednesday afternoon, Dr. Diplock, coroner, held the inquest at the Lamb Tap, when the following evidence was adduced:- William H. Druitt said he lived at Bournemouth, and that he was a solicitor. The deceased was his brother, who was 31 last birthday. He was a barrister-at-law, and an assistant master in a school at Blackheath. He had stayed with witness at Bournemouth for a night towards the end of October. Witness heard from a friend on the 11th of December that deceased had not been heard of at his chambers for more than a week. Witness then went to London to make inquiries, and at Blackheath he found that deceased had got into serious trouble at the school, and had been dismissed. That was on the 30th of December. Witness had deceased's things searched where he resided, and found a paper addressed to him (produced).  The Coroner read the letter, which was to this effect:-""Since Friday I felt I was going to be like mother, and the best thing was for me to die."" Witness, continuing, said deceased had never made any attempt on his life before. His mother became insane in July last. He had no other relative.  Henry Winslade was the next witness. He said he lived at No. 4, Shore-street, Paxton-road, and that he was a waterman. About one o'clock on Monday he was on the river in a boat, when he saw the body floating. The tide was at half flood, running up. He brought the body ashore, and gave information to the police.-P.C. George Moulson, 216T, said he had searched the body, which was fully dressed excepting the hat and collar. He found four large stones in each pocket in the top coat; £2 10s. in gold, 7s. in silver, 2d. in bronze, two cheques on the London and Provincial Bank (one for £50 and the other for £16), a first-class season pass from Blackheath to London (Southwestern Railway), a second half return Hammersmith to Charing Cross (dated 1st December), a silver watch, gold chain with a spade guinea attached, a pair of kid gloves, and a white handkerchief. There were no papers or letters of any kind. There were no marks of injury on the body, but it was rather decomposed.  A verdict of suicide whilst in an unsound state of mind was returned."
2,index/advertiser_18890110.txt,advertiser,1889-01-10,"Advertiser (U.K.)10 January 1889It is unfortunate that there is a fundamental difference of opinion between the coroner and the jury who have been investigating what has become known as the Poplar mystery. For months past there has been a succession of abhorrent enormities forced upon public attention, and it would have been a great relief to have been assured that the death of ROSE MILLETT was due to accidental strangulation. As the matter stands additional responsibility is thrown upon the metropolitan police, who from the first have contended that the death was attributable to natural causes, and who have, in the person of DR. BOND, what the public will justly consider to be weighty authority in support of their view. MR. WYNNE BAXTER, the coroner, says ""there is no evidence to show that death was the result of violence."" In that he follows DR. BOND. The jury flatly disagree with him, and return a verdict of wilful murder against some person or persons unknown, being chiefly guided to that conclusion by the evidence of Doctors BROWNEIELD, HARRIS, HIBBERD, and M'KENNA, each of whom is of opinion that the woman was murdered by means of something of the nature of a cord drawn tightly around her neck. It is impossible for the lay reader to accurately estimate the value of the medical testimony for and against the theory of murder. In arriving at their verdict the jury were probably influenced by other than expert evidence. The woman was an unfortunate, the yard in which she was found bore an ill character, and the skilful murderer of others of her class is still at large. Much might be said in favour of their verdict and much against. It is about equally open to belief that the woman fell in a drunken stupor, and that the weight of her head against the collar of her dress compressed her larynx and caused suffocation, or that she was strangled by a cord held in a similar way to that by which soap is often cut. Either conclusion is feasible. The truth may never be known with certainty until the adage that ""murder will out"" - if murder it be - is once more justified."
3,index/aftonbladet_18881015.txt,aftonbladet,1888-10-15,"Aftonbladet (Sweden)October 15th, 1888AB  Måndagen 1888-10-15Från skilda hållBlodhundar i London. Polis-direktören Charles Warren, lätt i onsdags anställa de första för-sken med blodhundar.Han begaf sig till Hyde Park och lät sig följas af blodhundar, som skulle ledas af lukten af hans stöflar. En stund föjde hundarne spåret, men derefter förlorade de det och följde ett annat. Försöket upprepades 5 gånger, men lyckades blott 1 gång. Man anser emellertid, att hundarne skola kunna ypptäcka mördarens spår, om han efter nästa förbrytelse har blod på kläderna eller fötterna. För öfrigt har man ej gjort den minsta upptäckt angående upphofsmannen tillförbrytel-serna.English TranslationAftonbladet monday the 15th october 1888Bloodhounds in London. Last Wednesday Chief of Police Charles Warren carried out the first tests using bloodhounds.He went to Hyde Park and had the bloodhounds trace him by the scent of his boots. At first the dogs were following the trace but then they lost it and started to follow another. This test was repeated five times but succeded only  once. However, it is belived that the dogs could trace the murderer if he were to have blood on his clothes or feet after his next crime. It might be added nothing what so ever has been discovered about the murderer's identity."
4,index/aftonbladet_18881026.txt,aftonbladet,1888-10-26,"Aftonbladet (Sweden)October 26th, 1888English translation... The murderer of Whitechapel has as yet managed to avoid detection. It is said that the prime suspect is now a foreigner who was living not far from Berner St when the murders took place. He has been reported to the police by a woman who he has been living with and is at present under close surveillance. "
5,index/alaska_citizen_19120122.txt,alaska_citizen,1912-01-22,"Alaska Citizen (Fairbanks, Alaska, U.S.A.)January 22 1912A JACK THE RIPPER KILLS 13 NEGRO WOMENALTANTA, GA. Dec. 1With a reward of $1,200 notwithstanding, following a big mass meeting of negroes held in the Big Bethel church, negro ministers and church workers generally will wage a vigorous and systematic campaign for the protection of negro women and for the capture of the elusive multi-murderer - the mysterious Jack the Ripper - who has already slain 13 negro women.In order to stress the seriousness of the situation and impress it on the negroes, special sermons will be preached in all negro churches, probably next Sunday, on the dangers to negro women by reason of the crimes of Jack the Ripper. If all the negro ministers can be notified this week, the special sermons will be definitely announced for next Sunday.The campaign, however, will not be confined to the church congregations. As there are hundreds of negroes who could not be reached in this way, the minsters will go out through the negro quarters and preach to the negroes in the streets and in their homes, warning the women to be careful and remain off the streets at night."
6,index/alderley_and_wilmslow_advertiser_18880420.txt,alderley_and_wilmslow_advertiser,1888-04-20,"Alderley and Wilmslow AdvertiserFriday, 20 April, 1888Personal.The Princess Christian will on Saturday afternoon open the newly-erected Lecture Hall of the Working Lads Institute, Whitechapel."
7,index/alderley_and_wilmslow_advertiser_18880914.txt,alderley_and_wilmslow_advertiser,1888-09-14,"Alderley and Wilmslow AdvertiserFriday, 14 September, 1888The fearful epidemic of crime which has broken out in the East End of Londonseems to have afforded an opportunity for sentimental and gushing writers topour the vials of their wrath on the unfortunate heads of the constabulary,and to charge the Metropolitan police with having allowed the first city ofthe world to lapse into primeval savagery. The frightful murders in Whitechapelindicate an assassin with the cunning of a madman and the heart of a brute, andreveal a nature so foul and so dominated by animalism that we can only hope forthe sake of humanity the fiendish crimes may be traced to one irresponsible forhis actions. A London journal is accountable for the statement - which we findrather a big pill to swallow - that a police official told a representative ofthe Press quite coolly that the police would never detect such crimes as theWhitechapel murders, and that the only thing to do was to let the man-monstergo on murdering people till his homicidal mania wore off or wore him out. Thesame authority, in the most serious manner possible, expresses its regret thatthis individual only too faithfully reflects the spirit of fatalism andpessimism that is demoralising the detective department. Surely it may besafely assumed that the police authorities are doing their utmost to find theauthor of the ghastly murders, and it is a pity that they should be hamperedby the vapid nonsense indulged in by writers who seem ever ready to turn theirpen in whichever direction the tide turns. They would have been the first,doubtless, had the murderer been caught, to load the captors with fulsomeflattery.THE WHITECHAPEL TRAGEDY.The inquest on the body of Annie Chapman, 47, the victim of the latest Whitechapeltragedy, was resumed to-day at the Working Lads Institute, Whitechapel, before Mr.Wynne Baxter, the district coroner. - Inspector Chandler described the position inwhich he found Chapmans body when called in on Saturday morning, confirming thestatements of previous witnesses as to the state of the clothing, and adding thata portion of the intestines still connected with the body was lying over the leftshoulder, while some loose pieces of skin were lying near the head. After theremoval of the body he found lying near where the feet had been a piece of muslin,a tooth-comb, and a pocket-comb while near by was part of an envelope containingpills. On the flap of the envelope were embossed with the words ""Sussex Regiment""and on the front were written the letters ""M"" and ""Sp,"" the rest of the words being""London, August, 1888."" A wet leather apron was also lying near by. - Inspt. Chandlerproceeding, said there were no indications of a struggle, and none of the palingswere broken, though they bore blood stains, as did the ground in the immediatevicinity of the body, none, however, being traceable outside the yard. Most of theclothes were more or less soiled with blood. Richardson informed the police earlyon Saturday that a body was not there at five oclock, but anyone who only went tothe top of the steps might have failed to see it. The foreman of the jury askedwhether any steps had been taken to produce Ted Stanley who was said to have beenmuch in the deceaseds company, as he was a pensioner, and the envelope which wasfound bore a regimental name. It was specially desirable that he should be forthcoming.Witness replied that the police had not been able to find Stanley, and the coronerobserved that if he was well advised he would come forward. Adverting to a furtherremark from the jury as to the desirability of offering a reward, the Coroner saidhe believed the Government had given up making such offers. - Doctor Phillips,divisional police surgeon, corroborated Chandlers evidence as to the position inwhich the body lay when he was called in. He added that the face and tongue weremuch swollen, and that a portion of the small intestines and of the abdomen waslying on the ground over the right shoulder, but still attached to the body. Twoother parts of the wall of the stomach were lying in a pool of blood above the leftshoulder. There were other mutilations, evidently inflicted after death, which wereof such a nature that he preferred, if possible, not to discuss them. For cuttingthe throat and for mutilating the body, a sharp, thin, narrow blade six or eightinches long must have been used, and the manner of its employment indicatedanatomical knowledge, which was perhaps not more fully displayed in consequenceof haste. No fresh facts of importance have transpired today in connection with the Whitechapelmurder, beyond the evidence given at the inquest to-day. Mr. Phillips positiveopinion that the woman had been dead quite two hours when he first saw the body athalf-past six throws serious doubt upon the accuracy on at least two importantwitnesses, and considerably adds to the prevailing confusion. There have been nofurther arrests, but some important information respecting the two lunatics undersurveillance has been obtained."
8,index/alderley_and_wilmslow_advertiser_18880921.txt,alderley_and_wilmslow_advertiser,1888-09-21,"Alderley and Wilmslow AdvertiserFriday, 21 September, 1888THE  WHITECHAPEL  MURDER.EXTRAORDINARY  EVIDENCE.An important charge was made at the Thames Police Court on Tuesday which the police believe may throw some light upon the recent tragedies in Whitechapel. Charles Ludwig (40), a decently dressed German of 1, The Minories was charged with being drunk and threatening Alexander Finlay, of Leman-street, Whitechapel. Prosecutor said that at three oclock that morning he was standing at a coffee stall in Whitechapel, when the accused came up drunk, and in consequence was refused to be served. He then said to the prosecutor What are you looking at? and then pulled out a knife and tried to stab witness. Ludwig followed him round the stall, and made several attempts to stab him. A constable came up and he was given into custody. Constable 221H said the prisoner was in a very excited condition, and witness had previously received information that prisoner was wanted in the city for attempting to cut a womans throat with a razor. On the way to the station, he dropped a long bladed open knife, and on him was found a razor and a long bladed pair of scissors. - Inspector Pimley, H Division, asked the magistrates to remand the prisoner, as they had not had sufficient time to make the necessary inquiries concerning him.A city constable, John Johnson, stated that early on Tuesday he was on duty in the Minories, when he heard screams of Murder proceeding from a dark court, in which there was no light. The court led to some railway arches, and was well known as a dangerous locality. On going into the court he found the prisoner with an unfortunate. The former appeared to be under the influence of drink. Witness asked what he was doing there, when he replied Nothing. The woman, who appeared to be in a very frightened and agitated condition, said, Oh, policeman, do take me out of this! The woman was so frightened that she then made no further statement. He sent the man off, and walked with the woman to the end of his beat; when she said: He frightened me very much when he pulled a big knife out, and witness said, Why didnt you tell me at the time, and she replied: I was too much frightened. He then went and looked for the prisoner, but could not find him, and therefore warned several other constables of the occurrence. Witness had been out all the morning trying to find the woman, but up to that time without success. He should know her again. He believed prisoner worked in the neighbourhood.  The magistrates thereupon remanded prisoner. The arrest has caused intense excitement in the neighbourhood. Prisoner professes not to be able to speak English. He has been in this country about three months. He accounts for his time for about three weeks, but nothing is known of his doings before that time.The adjourned inquest on the body of Annie Chapman, who was murdered in Hanbury-street, Whitechapel, on the morning of the 8th inst., was resumed on Wednesday afternoon. Eliza Cooper, a hawker, stated that she knew deceased, and last saw her alive on the Wednesday preceding the tragedy. Deceased was then wearing three brass rings on her left hand. Deceased used to associate with two men known as Stanley and Harry the hawker, but she also brought men casually to the house where she lodged. Witness could not say if any of these men were now missing. Witness had quarrelled with deceased, and they had come to blows.  Dr. Phillips, divisional surgeon, was recalled, and informed by the Coroner that all the details of the post mortem examination should be placed on the depositions.  Dr. Phillips expressed regret that the coroner should have come to this decision, as he believed that to make public the further result of the examination would thwart the ends of justice. Eventually Dr. Phillips gave evidence indicating that the object of the mutilation was to obtain one of the abdominal parts. The weapon used must have been from five to six inches long. It must also have been very sharp, and there were numerous indications that the murderer possessed anatomical knowledge. He could not have performed all the injuries, even if there had been no struggle, in less than a quarter of an hour.  Edward Stanley, bricklayers labourer, known as the Pensioner, and other witnesses having been examined, the inquest was adjourned for a week.  The jury expressed a strong opinion that a Government reward should be offered."
9,index/alderley_and_wilmslow_advertiser_18881005.txt,alderley_and_wilmslow_advertiser,1888-10-05,"Alderley and Wilmslow AdvertiserFriday, 5 October, 1888The peace of the London Sunday was disturbed this week in a manner that it has rarely been before by the news published in the papers of the morning that a few hours previously two awful murders had been committed in the East End, and within a third of a mile of each other. Following so closely on the four that had preceded them within a month, and which had already stricken the Whitechapel district with a panic, it is no wonder that a delirium of alarm and indignation should prevail. The thing is so utterly without precedent or parallel, is so, so mysterious and entirely unaccountable, the murderer  for all the probabilities points to its being the work of one hand  is so audacious and yet so cunning, the motive is impossible to understand, that it is no wonder the people should be bewildered, and that terror should reign throughout the district.The fact is no satisfactory hypothesis has been offered to account for the extraordinary tragedies. To every theory that has been started objections suggest themselves that appear to be serious if not fatal, and all the efforts that have been made to obtain a clue, much less to track the murderer, have failed. Perhaps the theory that has the least formidable objections against it is the work of a monomaniac whose fatal impulse is to make war on the wretched outcasts of the streets.What is to be done to detect the murderer and quiet the consternation that so naturally exists? That is the question of real importance at this moment. I cannot join in the violent abuse of the police, for I think it is unreasonable and unjust, but at the same time it must be admitted that the machinery under the control of Sir Chas. Warren has proved unequal to the work cast upon it. The responsibility lies with the Home Secretary under these circumstances to devise and put in operation new machinery and to try fresh methods to meet the crisis. However, I have no hesitation in saying that I think Mr. Matthews has not proved himself equal to the occasion. His refusal to offer a reward in accordance with the demand of the public of all classes, has met with severe disapproval, and been very adversely contrasted with that of the Lord Mayor. Why should not a reward be offered of such amount as would stimulate the whole population of Whitechapel to search for the murderer and turn them, especially the women, into amateur detectives? If the Government would offer a reward of say £10,000, I have a strong conviction it would have a magical effect in setting hundreds of people to discover clues to bring the truth to light. If Mr. Matthews continues obstinate  and I have reason to know that he is very obstinate  I hope in such a case the authority of the Cabinet will interpose.THE  EAST  END  MURDERS.REPORTED  CAPTURE  OF  JACK  THE  RIPPER.Telegraphing this afternoon the Central News says:- The American who was arrested last night on suspicion of being concerned in the Whitechapel murder was released at ten oclock this morning, inquiries having shown that his account of himself was entirely satisfactory. At the present moment there is no one in custody. The rumour of the actual murderer being caught has created intense excitement in London, but it is entirely unfounded.Dr. Langham this morning opened an inquiry into the death of Catherine Eddowes, who was found with her throat cut and her body fearfully mutilated in Mitre-square.IMPORTANT  SURGICAL  EVIDENCE.Dr. Gordon Brown, surgeon of the City of London police force, gave evidence as to the state in which the body was found. There was a wound in the abdomen from which a portion of the intestines had been drawn out and placed over the right shoulder. A piece of intestine about two feet long had been detached and placed between the left arm and the body. The throat was cut, the face disfigured, and the lobe of the right ear cut obliquely. When the body was undressed at the mortuary the several portions of the ear fell from the clothing. A post-mortem examination was made on Sunday afternoon. In addition to a number of slashes across the face, the throat was cut, the wound extending from the left ear to about three inches below the lobe of the right ear. The larynx was severed, and all the deep structures severed to the bone, the knife touching the cartilage of the vertebral column. The cause of death was haemorrhage from the carotid artery. Death was immediate and the other mutilations were inflicted after death. The front walls of the abdomen had been laid open, and the intestines detached to a large extent. The left kidney had been carefully taken out. From the nature of the cuts it was evident that the kidney was taken by someone who knew its position and how to take it out. The part said to have been removed in a previous case had in this been cut horizontally through, leaving a stump of three-quarters of an inch, and the rest of the part had been taken away. By Mr. Crawford: The wounds were inflicted by a sharp pointed knife at least six inches long. The person who inflicted the wounds possessed a good deal of knowledge of the position of the organs in the abdominal cavity and the way of removing the parts. The parts removed would be of no use for surgical purposes. Such a knowledge would be likely to be possessed by one used to cutting up animals. The wounds might be inflicted in five minutes. As a professional man he could assign no reason for these parts being taken away. He thought the act was that of one person only. He would not expect to find much blood on the person inflicting the wounds.  The inquiry at this point was adjourned until Thursday next at half-past ten.All persons arrested today on suspicion of being concerned in the Whitechapel murders have been released on giving satisfactory explanations, and none is now in custody. In connection with the recent crimes the surgical evidence given to-day has caused a profound sensation. It had been supposed that the murderer did not have time to do more than take his victims life, then roughly mutilate her body. It now appears he completed his horrible work with reckless deliberation and removed certain organs. The additional mutilation of the face is believed to be due to fears on the murderers part that he may have been seen in the womans company by someone, and therefore determined to make her identification as difficult as possible. The announcement of Dr. Brown of the disappearance of the uterus revived for a time the theory put forward by Mr. Wynne Baxter, the coroner in the Hanbury-street case. The British Medical Journal, however, states that the foreign physician who sought to purchase specimens was a gentleman of the highest respectability, that he did not offer a large price, and that he left London 18 months ago."
